year,province,mcpr_archange,p(1-x),provision_10,u(1-y),utilisation_25
2023,Southwest,,0.90P3,608.92419,0.75U3,20.015438
2023,Cameroon,,0.90P3,293.5304,0.75U3,17.138672
2024,Adamawa,,0.90P4,100.61753,0.75U4,3.1801991
2024,Centre,,0.90P4,676.40369,0.75U4,9.9240818
2024,East,,0.90P4,396.35657,0.75U4,13.953516
2024,Far North,,0.90P4,30.63987,0.75U4,3.4966054
2024,Littoral,,0.90P4,255.89671,0.75U4,11.207109
2024,North,,0.90P4,33.854759,0.75U4,4.6720548
2024,Northwest,,0.90P4,140.50447,0.75U4,6.0816445
2024,West,,0.90P4,549.69434,0.75U4,13.130543
2024,South,,0.90P4,410.02313,0.75U4,4.378746
2024,Southwest,,0.90P4,548.0318,0.75U4,15.011579
2024,Cameroon,,0.90P4,264.17734,0.75U4,12.854004
2025,Adamawa,,0.90P5,90.555779,0.75U5,2.3851495
2025,Centre,,0.90P5,608.76331,0.75U5,7.4430614
2025,East,,0.90P5,356.72092,0.75U5,10.465137
2025,Far North,,0.90P5,27.575884,0.75U5,2.6224542
2025,Littoral,,0.90P5,230.30704,0.75U5,8.4053316
2025,North,,0.90P5,30.469284,0.75U5,3.504041
2025,Northwest,,0.90P5,126.45403,0.75U5,4.5612335
2025,West,,0.90P5,494.72491,0.75U5,9.8479071
2025,South,,0.90P5,369.02081,0.75U5,3.2840595
2025,Southwest,,0.90P5,493.22861,0.75U5,11.258683
2025,Cameroon,,0.90P5,237.75961,0.75U5,9.6405029
2026,Adamawa,,0.90P6,81.500198,0.75U6,1.7888621
2026,Centre,,0.90P6,547.88696,0.75U6,5.5822964
2026,East,,0.90P6,321.04883,0.75U6,7.8488526
2026,Far North,,0.90P6,24.818295,0.75U6,1.9668406
2026,Littoral,,0.90P6,207.27634,0.75U6,6.3039989
2026,North,,0.90P6,27.422356,0.75U6,2.6280308
2026,Northwest,,0.90P6,113.80862,0.75U6,3.4209251
2026,West,,0.90P6,445.25244,0.75U6,7.3859305
2026,South,,0.90P6,332.11874,0.75U6,2.4630446
2026,Southwest,,0.90P6,443.90576,0.75U6,8.4440126
2026,Cameroon,,0.90P6,213.98366,0.75U6,7.2303772
2027,Adamawa,,0.90P7,73.350174,0.75U7,1.3416466
2027,Centre,,0.90P7,493.09827,0.75U7,4.1867223
2027,East,,0.90P7,288.94394,0.75U7,5.8866396
2027,Far North,,0.90P7,22.336466,0.75U7,1.4751304
2027,Littoral,,0.90P7,186.54871,0.75U7,4.7279992
2027,North,,0.90P7,24.68012,0.75U7,1.9710231
2027,Northwest,,0.90P7,102.42776,0.75U7,2.5656939
2027,West,,0.90P7,400.72717,0.75U7,5.5394478
2027,South,,0.90P7,298.90686,0.75U7,1.8472835
2027,Southwest,,0.90P7,399.5152,0.75U7,6.3330097
2027,Cameroon,,0.90P7,192.5853,0.75U7,5.4227829
2028,Adamawa,,0.90P8,66.01516,0.75U8,1.0062349
2028,Centre,,0.90P8,443.78845,0.75U8,3.1400416
2028,East,,0.90P8,260.04956,0.75U8,4.4149795
2028,Far North,,0.90P8,20.102819,0.75U8,1.1063478
2028,Littoral,,0.90P8,167.89383,0.75U8,3.5459995
2028,North,,0.90P8,22.212109,0.75U8,1.4782673
2028,Northwest,,0.90P8,92.184982,0.75U8,1.9242704
2028,West,,0.90P8,360.65448,0.75U8,4.1545858
2028,South,,0.90P8,269.01617,0.75U8,1.3854626
2028,Southwest,,0.90P8,359.56366,0.75U8,4.7497573
2028,Cameroon,,0.90P8,173.32677,0.75U8,4.0670872
2029,Adamawa,,0.90P9,59.413643,0.75U9,0.75467616
2029,Centre,,0.90P9,399.40961,0.75U9,2.3550313
2029,East,,0.90P9,234.04459,0.75U9,3.3112347
2029,Far North,,0.90P9,18.092537,0.75U9,0.82976085
2029,Littoral,,0.90P9,151.10445,0.75U9,2.6594996
2029,North,,0.90P9,19.990898,0.75U9,1.1087005
2029,Northwest,,0.90P9,82.966484,0.75U9,1.4432027
2029,West,,0.90P9,324.58902,0.75U9,3.1159394
2029,South,,0.90P9,242.11456,0.75U9,1.039097
2029,Southwest,,0.90P9,323.6073,0.75U9,3.5623178
2029,Cameroon,,0.90P9,155.99408,0.75U9,3.0503154
2030,Adamawa,,0.90P10,53.472279,0.75U10,0.56600714
2030,Centre,,0.90P10,359.46863,0.75U10,1.7662734
2030,East,,0.90P10,210.64014,0.75U10,2.4834261
2030,Far North,,0.90P10,16.283283,0.75U10,0.62232065
2030,Littoral,,0.90P10,135.994,0.75U10,1.9946247
2030,North,,0.90P10,17.991808,0.75U10,0.83152539
2030,Northwest,,0.90P10,74.669838,0.75U10,1.0824021
2030,West,,0.90P10,292.13013,0.75U10,2.3369546
2030,South,,0.90P10,217.90311,0.75U10,0.77932274
2030,Southwest,,0.90P10,291.24658,0.75U10,2.6717384
2030,Cameroon,,0.90P10,140.39468,0.75U10,2.2877364
