year,province,mcpr_archange,p(1-x),provision_10,u(1-y),utilisation_00
2024,East,,0.90P4,396.35657,U1,44.099998
2024,Far North,,0.90P4,30.63987,U1,11.051
2024,Littoral,,0.90P4,255.89671,U1,35.419998
2024,North,,0.90P4,33.854759,U1,14.766
2024,Northwest,,0.90P4,140.50447,U1,19.221001
2024,West,,0.90P4,549.69434,U1,41.499001
2024,South,,0.90P4,410.02313,U1,13.839
2024,Southwest,,0.90P4,548.0318,U1,47.444
2024,Cameroon,,0.90P4,264.17734,U1,40.625
2025,Adamawa,,0.90P5,90.555779,U1,10.051
2025,Centre,,0.90P5,608.76331,U1,31.365
2025,East,,0.90P5,356.72092,U1,44.099998
2025,Far North,,0.90P5,27.575884,U1,11.051
2025,Littoral,,0.90P5,230.30704,U1,35.419998
2025,North,,0.90P5,30.469284,U1,14.766
2025,Northwest,,0.90P5,126.45403,U1,19.221001
2025,West,,0.90P5,494.72491,U1,41.499001
2025,South,,0.90P5,369.02081,U1,13.839
2025,Southwest,,0.90P5,493.22861,U1,47.444
2025,Cameroon,,0.90P5,237.75961,U1,40.625
2026,Adamawa,,0.90P6,81.500198,U1,10.051
2026,Centre,,0.90P6,547.88696,U1,31.365
2026,East,,0.90P6,321.04883,U1,44.099998
2026,Far North,,0.90P6,24.818295,U1,11.051
2026,Littoral,,0.90P6,207.27634,U1,35.419998
2026,North,,0.90P6,27.422356,U1,14.766
2026,Northwest,,0.90P6,113.80862,U1,19.221001
2026,West,,0.90P6,445.25244,U1,41.499001
2026,South,,0.90P6,332.11874,U1,13.839
2026,Southwest,,0.90P6,443.90576,U1,47.444
2026,Cameroon,,0.90P6,213.98366,U1,40.625
2027,Adamawa,,0.90P7,73.350174,U1,10.051
2027,Centre,,0.90P7,493.09827,U1,31.365
2027,East,,0.90P7,288.94394,U1,44.099998
2027,Far North,,0.90P7,22.336466,U1,11.051
2027,Littoral,,0.90P7,186.54871,U1,35.419998
2027,North,,0.90P7,24.68012,U1,14.766
2027,Northwest,,0.90P7,102.42776,U1,19.221001
2027,West,,0.90P7,400.72717,U1,41.499001
2027,South,,0.90P7,298.90686,U1,13.839
2027,Southwest,,0.90P7,399.5152,U1,47.444
2027,Cameroon,,0.90P7,192.5853,U1,40.625
2028,Adamawa,,0.90P8,66.01516,U1,10.051
2028,Centre,,0.90P8,443.78845,U1,31.365
2028,East,,0.90P8,260.04956,U1,44.099998
2028,Far North,,0.90P8,20.102819,U1,11.051
2028,Littoral,,0.90P8,167.89383,U1,35.419998
2028,North,,0.90P8,22.212109,U1,14.766
2028,Northwest,,0.90P8,92.184982,U1,19.221001
2028,West,,0.90P8,360.65448,U1,41.499001
2028,South,,0.90P8,269.01617,U1,13.839
2028,Southwest,,0.90P8,359.56366,U1,47.444
2028,Cameroon,,0.90P8,173.32677,U1,40.625
2029,Adamawa,,0.90P9,59.413643,U1,10.051
2029,Centre,,0.90P9,399.40961,U1,31.365
2029,East,,0.90P9,234.04459,U1,44.099998
2029,Far North,,0.90P9,18.092537,U1,11.051
2029,Littoral,,0.90P9,151.10445,U1,35.419998
2029,North,,0.90P9,19.990898,U1,14.766
2029,Northwest,,0.90P9,82.966484,U1,19.221001
2029,West,,0.90P9,324.58902,U1,41.499001
2029,South,,0.90P9,242.11456,U1,13.839
2029,Southwest,,0.90P9,323.6073,U1,47.444
2029,Cameroon,,0.90P9,155.99408,U1,40.625
2030,Adamawa,,0.90P10,53.472279,U1,10.051
2030,Centre,,0.90P10,359.46863,U1,31.365
2030,East,,0.90P10,210.64014,U1,44.099998
2030,Far North,,0.90P10,16.283283,U1,11.051
2030,Littoral,,0.90P10,135.994,U1,35.419998
2030,North,,0.90P10,17.991808,U1,14.766
2030,Northwest,,0.90P10,74.669838,U1,19.221001
2030,West,,0.90P10,292.13013,U1,41.499001
2030,South,,0.90P10,217.90311,U1,13.839
2030,Southwest,,0.90P10,291.24658,U1,47.444
2030,Cameroon,,0.90P10,140.39468,U1,40.625
