year,province,mcpr_archange,p(1-x),provision_25,u(1-y),utilisation_25
2023,Southwest,,0.75P3,352.38669,0.75U3,20.015438
2023,Cameroon,,0.75P3,169.86713,0.75U3,17.138672
2024,Adamawa,,0.75P4,48.523113,0.75U4,3.1801991
2024,Centre,,0.75P4,326.19775,0.75U4,9.9240818
2024,East,,0.75P4,191.14418,0.75U4,13.953516
2024,Far North,,0.75P4,14.776172,0.75U4,3.4966054
2024,Littoral,,0.75P4,123.40698,0.75U4,11.207109
2024,North,,0.75P4,16.326563,0.75U4,4.6720548
2024,Northwest,,0.75P4,67.758713,0.75U4,6.0816445
2024,West,,0.75P4,265.0918,0.75U4,13.130543
2024,South,,0.75P4,197.73492,0.75U4,4.378746
2024,Southwest,,0.75P4,264.29004,0.75U4,15.011579
2024,Cameroon,,0.75P4,127.40034,0.75U4,12.854004
2025,Adamawa,,0.75P5,36.392334,0.75U5,2.3851495
2025,Centre,,0.75P5,244.64832,0.75U5,7.4430614
2025,East,,0.75P5,143.35814,0.75U5,10.465137
2025,Far North,,0.75P5,11.082129,0.75U5,2.6224542
2025,Littoral,,0.75P5,92.555237,0.75U5,8.4053316
2025,North,,0.75P5,12.244922,0.75U5,3.504041
2025,Northwest,,0.75P5,50.819035,0.75U5,4.5612335
2025,West,,0.75P5,198.81885,0.75U5,9.8479071
2025,South,,0.75P5,148.30119,0.75U5,3.2840595
2025,Southwest,,0.75P5,198.21751,0.75U5,11.258683
2025,Cameroon,,0.75P5,95.550255,0.75U5,9.6405029
2026,Adamawa,,0.75P6,27.29425,0.75U6,1.7888621
2026,Centre,,0.75P6,183.48624,0.75U6,5.5822964
2026,East,,0.75P6,107.5186,0.75U6,7.8488526
2026,Far North,,0.75P6,8.3115969,0.75U6,1.9668406
2026,Littoral,,0.75P6,69.416428,0.75U6,6.3039989
2026,North,,0.75P6,9.183691,0.75U6,2.6280308
2026,Northwest,,0.75P6,38.114277,0.75U6,3.4209251
2026,West,,0.75P6,149.11414,0.75U6,7.3859305
2026,South,,0.75P6,111.22589,0.75U6,2.4630446
2026,Southwest,,0.75P6,148.66315,0.75U6,8.4440126
2026,Cameroon,,0.75P6,71.662697,0.75U6,7.2303772
2027,Adamawa,,0.75P7,20.470688,0.75U7,1.3416466
2027,Centre,,0.75P7,137.61469,0.75U7,4.1867223
2027,East,,0.75P7,80.638954,0.75U7,5.8866396
2027,Far North,,0.75P7,6.2336974,0.75U7,1.4751304
2027,Littoral,,0.75P7,52.062321,0.75U7,4.7279992
2027,North,,0.75P7,6.8877687,0.75U7,1.9710231
2027,Northwest,,0.75P7,28.585709,0.75U7,2.5656939
2027,West,,0.75P7,111.8356,0.75U7,5.5394478
2027,South,,0.75P7,83.419418,0.75U7,1.8472835
2027,Southwest,,0.75P7,111.49735,0.75U7,6.3330097
2027,Cameroon,,0.75P7,53.747021,0.75U7,5.4227829
2028,Adamawa,,0.75P8,15.353016,0.75U8,1.0062349
2028,Centre,,0.75P8,103.21101,0.75U8,3.1400416
2028,East,,0.75P8,60.479214,0.75U8,4.4149795
2028,Far North,,0.75P8,4.6752729,0.75U8,1.1063478
2028,Littoral,,0.75P8,39.046741,0.75U8,3.5459995
2028,North,,0.75P8,5.1658263,0.75U8,1.4782673
2028,Northwest,,0.75P8,21.439281,0.75U8,1.9242704
2028,West,,0.75P8,83.876701,0.75U8,4.1545858
2028,South,,0.75P8,62.564564,0.75U8,1.3854626
2028,Southwest,,0.75P8,83.623016,0.75U8,4.7497573
2028,Cameroon,,0.75P8,40.310265,0.75U8,4.0670872
2029,Adamawa,,0.75P9,11.514762,0.75U9,0.75467616
2029,Centre,,0.75P9,77.408257,0.75U9,2.3550313
2029,East,,0.75P9,45.359409,0.75U9,3.3112347
2029,Far North,,0.75P9,3.5064549,0.75U9,0.82976085
2029,Littoral,,0.75P9,29.285055,0.75U9,2.6594996
2029,North,,0.75P9,3.8743699,0.75U9,1.1087005
2029,Northwest,,0.75P9,16.07946,0.75U9,1.4432027
2029,West,,0.75P9,62.907528,0.75U9,3.1159394
2029,South,,0.75P9,46.923424,0.75U9,1.039097
2029,Southwest,,0.75P9,62.717262,0.75U9,3.5623178
2029,Cameroon,,0.75P9,30.232698,0.75U9,3.0503154
2030,Adamawa,,0.75P10,8.6360712,0.75U10,0.56600714
2030,Centre,,0.75P10,58.056194,0.75U10,1.7662734
2030,East,,0.75P10,34.019558,0.75U10,2.4834261
2030,Far North,,0.75P10,2.6298411,0.75U10,0.62232065
2030,Littoral,,0.75P10,21.963791,0.75U10,1.9946247
2030,North,,0.75P10,2.9057775,0.75U10,0.83152539
2030,Northwest,,0.75P10,12.059595,0.75U10,1.0824021
2030,West,,0.75P10,47.180645,0.75U10,2.3369546
2030,South,,0.75P10,35.19257,0.75U10,0.77932274
2030,Southwest,,0.75P10,47.037949,0.75U10,2.6717384
2030,Cameroon,,0.75P10,22.674524,0.75U10,2.2877364
