year,province,mcpr_archange,p(1-x),provision_10,u(1-y),utilisation_05
2023,Southwest,,0.90P3,608.92419,0.95U3,40.677299
2023,Cameroon,,0.90P3,293.5304,0.95U3,34.83086
2024,Adamawa,,0.90P4,100.61753,0.95U4,8.1866026
2024,Centre,,0.90P4,676.40369,0.95U4,25.546989
2024,East,,0.90P4,396.35657,0.95U4,35.919727
2024,Far North,,0.90P4,30.63987,0.95U4,9.0011082
2024,Littoral,,0.90P4,255.89671,0.95U4,28.849812
2024,North,,0.90P4,33.854759,0.95U4,12.026999
2024,Northwest,,0.90P4,140.50447,0.95U4,15.655624
2024,West,,0.90P4,549.69434,0.95U4,33.801193
2024,South,,0.90P4,410.02313,0.95U4,11.271952
2024,Southwest,,0.90P4,548.0318,0.95U4,38.643436
2024,Cameroon,,0.90P4,264.17734,0.95U4,33.089317
2025,Adamawa,,0.90P5,90.555779,0.95U5,7.7772722
2025,Centre,,0.90P5,608.76331,0.95U5,24.26964
2025,East,,0.90P5,356.72092,0.95U5,34.123741
2025,Far North,,0.90P5,27.575884,0.95U5,8.551053
2025,Littoral,,0.90P5,230.30704,0.95U5,27.40732
2025,North,,0.90P5,30.469284,0.95U5,11.42565
2025,Northwest,,0.90P5,126.45403,0.95U5,14.872844
2025,West,,0.90P5,494.72491,0.95U5,32.111134
2025,South,,0.90P5,369.02081,0.95U5,10.708354
2025,Southwest,,0.90P5,493.22861,0.95U5,36.711262
2025,Cameroon,,0.90P5,237.75961,0.95U5,31.434851
2026,Adamawa,,0.90P6,81.500198,0.95U6,7.3884087
2026,Centre,,0.90P6,547.88696,0.95U6,23.056158
2026,East,,0.90P6,321.04883,0.95U6,32.417553
2026,Far North,,0.90P6,24.818295,0.95U6,8.1235008
2026,Littoral,,0.90P6,207.27634,0.95U6,26.036955
2026,North,,0.90P6,27.422356,0.95U6,10.854367
2026,Northwest,,0.90P6,113.80862,0.95U6,14.129201
2026,West,,0.90P6,445.25244,0.95U6,30.505579
2026,South,,0.90P6,332.11874,0.95U6,10.172936
2026,Southwest,,0.90P6,443.90576,0.95U6,34.875698
2026,Cameroon,,0.90P6,213.98366,0.95U6,29.863108
2027,Adamawa,,0.90P7,73.350174,0.95U7,7.0189881
2027,Centre,,0.90P7,493.09827,0.95U7,21.903349
2027,East,,0.90P7,288.94394,0.95U7,30.796675
2027,Far North,,0.90P7,22.336466,0.95U7,7.7173257
2027,Littoral,,0.90P7,186.54871,0.95U7,24.735107
2027,North,,0.90P7,24.68012,0.95U7,10.311648
2027,Northwest,,0.90P7,102.42776,0.95U7,13.422741
2027,West,,0.90P7,400.72717,0.95U7,28.980299
2027,South,,0.90P7,298.90686,0.95U7,9.6642895
2027,Southwest,,0.90P7,399.5152,0.95U7,33.131916
2027,Cameroon,,0.90P7,192.5853,0.95U7,28.369953
2028,Adamawa,,0.90P8,66.01516,0.95U8,6.6680388
2028,Centre,,0.90P8,443.78845,0.95U8,20.808182
2028,East,,0.90P8,260.04956,0.95U8,29.256842
2028,Far North,,0.90P8,20.102819,0.95U8,7.331459
2028,Littoral,,0.90P8,167.89383,0.95U8,23.498352
2028,North,,0.90P8,22.212109,0.95U8,9.7960663
2028,Northwest,,0.90P8,92.184982,0.95U8,12.751604
2028,West,,0.90P8,360.65448,0.95U8,27.531284
2028,South,,0.90P8,269.01617,0.95U8,9.1810751
2028,Southwest,,0.90P8,359.56366,0.95U8,31.475319
2028,Cameroon,,0.90P8,173.32677,0.95U8,26.951454
2029,Adamawa,,0.90P9,59.413643,0.95U9,6.3346367
2029,Centre,,0.90P9,399.40961,0.95U9,19.767773
2029,East,,0.90P9,234.04459,0.95U9,27.793999
2029,Far North,,0.90P9,18.092537,0.95U9,6.9648862
2029,Littoral,,0.90P9,151.10445,0.95U9,22.323435
2029,North,,0.90P9,19.990898,0.95U9,9.306263
2029,Northwest,,0.90P9,82.966484,0.95U9,12.114024
2029,West,,0.90P9,324.58902,0.95U9,26.15472
2029,South,,0.90P9,242.11456,0.95U9,8.7220221
2029,Southwest,,0.90P9,323.6073,0.95U9,29.901552
2029,Cameroon,,0.90P9,155.99408,0.95U9,25.603882
2030,Adamawa,,0.90P10,53.472279,0.95U10,6.0179048
2030,Centre,,0.90P10,359.46863,0.95U10,18.779385
2030,East,,0.90P10,210.64014,0.95U10,26.404299
2030,Far North,,0.90P10,16.283283,0.95U10,6.616642
2030,Littoral,,0.90P10,135.994,0.95U10,21.207262
2030,North,,0.90P10,17.991808,0.95U10,8.84095
2030,Northwest,,0.90P10,74.669838,0.95U10,11.508323
2030,West,,0.90P10,292.13013,0.95U10,24.846985
2030,South,,0.90P10,217.90311,0.95U10,8.2859201
2030,Southwest,,0.90P10,291.24658,0.95U10,28.406475
2030,Cameroon,,0.90P10,140.39468,0.95U10,24.323689
