year,province,mcpr_archange,p(1-x),provision_00,u(1-y),utilisation_25
2024,Centre,,P1,1030.946,0.75U4,9.9240818
2024,East,,P1,604.10999,0.75U4,13.953516
2024,Far North,,P1,46.700001,0.75U4,3.4966054
2024,Littoral,,P1,390.02701,0.75U4,11.207109
2024,North,,P1,51.599998,0.75U4,4.6720548
2024,Northwest,,P1,214.151,0.75U4,6.0816445
2024,West,,P1,837.82098,0.75U4,13.130543
2024,South,,P1,624.94,0.75U4,4.378746
2024,Southwest,,P1,835.28699,0.75U4,15.011579
2024,Cameroon,,P1,402.64801,0.75U4,12.854004
2025,Adamawa,,P1,153.35699,0.75U5,2.3851495
2025,Centre,,P1,1030.946,0.75U5,7.4430614
2025,East,,P1,604.10999,0.75U5,10.465137
2025,Far North,,P1,46.700001,0.75U5,2.6224542
2025,Littoral,,P1,390.02701,0.75U5,8.4053316
2025,North,,P1,51.599998,0.75U5,3.504041
2025,Northwest,,P1,214.151,0.75U5,4.5612335
2025,West,,P1,837.82098,0.75U5,9.8479071
2025,South,,P1,624.94,0.75U5,3.2840595
2025,Southwest,,P1,835.28699,0.75U5,11.258683
2025,Cameroon,,P1,402.64801,0.75U5,9.6405029
2026,Adamawa,,P1,153.35699,0.75U6,1.7888621
2026,Centre,,P1,1030.946,0.75U6,5.5822964
2026,East,,P1,604.10999,0.75U6,7.8488526
2026,Far North,,P1,46.700001,0.75U6,1.9668406
2026,Littoral,,P1,390.02701,0.75U6,6.3039989
2026,North,,P1,51.599998,0.75U6,2.6280308
2026,Northwest,,P1,214.151,0.75U6,3.4209251
2026,West,,P1,837.82098,0.75U6,7.3859305
2026,South,,P1,624.94,0.75U6,2.4630446
2026,Southwest,,P1,835.28699,0.75U6,8.4440126
2026,Cameroon,,P1,402.64801,0.75U6,7.2303772
2027,Adamawa,,P1,153.35699,0.75U7,1.3416466
2027,Centre,,P1,1030.946,0.75U7,4.1867223
2027,East,,P1,604.10999,0.75U7,5.8866396
2027,Far North,,P1,46.700001,0.75U7,1.4751304
2027,Littoral,,P1,390.02701,0.75U7,4.7279992
2027,North,,P1,51.599998,0.75U7,1.9710231
2027,Northwest,,P1,214.151,0.75U7,2.5656939
2027,West,,P1,837.82098,0.75U7,5.5394478
2027,South,,P1,624.94,0.75U7,1.8472835
2027,Southwest,,P1,835.28699,0.75U7,6.3330097
2027,Cameroon,,P1,402.64801,0.75U7,5.4227829
2028,Adamawa,,P1,153.35699,0.75U8,1.0062349
2028,Centre,,P1,1030.946,0.75U8,3.1400416
2028,East,,P1,604.10999,0.75U8,4.4149795
2028,Far North,,P1,46.700001,0.75U8,1.1063478
2028,Littoral,,P1,390.02701,0.75U8,3.5459995
2028,North,,P1,51.599998,0.75U8,1.4782673
2028,Northwest,,P1,214.151,0.75U8,1.9242704
2028,West,,P1,837.82098,0.75U8,4.1545858
2028,South,,P1,624.94,0.75U8,1.3854626
2028,Southwest,,P1,835.28699,0.75U8,4.7497573
2028,Cameroon,,P1,402.64801,0.75U8,4.0670872
2029,Adamawa,,P1,153.35699,0.75U9,0.75467616
2029,Centre,,P1,1030.946,0.75U9,2.3550313
2029,East,,P1,604.10999,0.75U9,3.3112347
2029,Far North,,P1,46.700001,0.75U9,0.82976085
2029,Littoral,,P1,390.02701,0.75U9,2.6594996
2029,North,,P1,51.599998,0.75U9,1.1087005
2029,Northwest,,P1,214.151,0.75U9,1.4432027
2029,West,,P1,837.82098,0.75U9,3.1159394
2029,South,,P1,624.94,0.75U9,1.039097
2029,Southwest,,P1,835.28699,0.75U9,3.5623178
2029,Cameroon,,P1,402.64801,0.75U9,3.0503154
2030,Adamawa,,P1,153.35699,0.75U10,0.56600714
2030,Centre,,P1,1030.946,0.75U10,1.7662734
2030,East,,P1,604.10999,0.75U10,2.4834261
2030,Far North,,P1,46.700001,0.75U10,0.62232065
2030,Littoral,,P1,390.02701,0.75U10,1.9946247
2030,North,,P1,51.599998,0.75U10,0.83152539
2030,Northwest,,P1,214.151,0.75U10,1.0824021
2030,West,,P1,837.82098,0.75U10,2.3369546
2030,South,,P1,624.94,0.75U10,0.77932274
2030,Southwest,,P1,835.28699,0.75U10,2.6717384
2030,Cameroon,,P1,402.64801,0.75U10,2.2877364
