year,province,mcpr_archange,p(1-x),provision_00,u(1-y),utilisation_05
2024,Centre,,P1,1030.946,0.95U4,25.546989
2024,East,,P1,604.10999,0.95U4,35.919727
2024,Far North,,P1,46.700001,0.95U4,9.0011082
2024,Littoral,,P1,390.02701,0.95U4,28.849812
2024,North,,P1,51.599998,0.95U4,12.026999
2024,Northwest,,P1,214.151,0.95U4,15.655624
2024,West,,P1,837.82098,0.95U4,33.801193
2024,South,,P1,624.94,0.95U4,11.271952
2024,Southwest,,P1,835.28699,0.95U4,38.643436
2024,Cameroon,,P1,402.64801,0.95U4,33.089317
2025,Adamawa,,P1,153.35699,0.95U5,7.7772722
2025,Centre,,P1,1030.946,0.95U5,24.26964
2025,East,,P1,604.10999,0.95U5,34.123741
2025,Far North,,P1,46.700001,0.95U5,8.551053
2025,Littoral,,P1,390.02701,0.95U5,27.40732
2025,North,,P1,51.599998,0.95U5,11.42565
2025,Northwest,,P1,214.151,0.95U5,14.872844
2025,West,,P1,837.82098,0.95U5,32.111134
2025,South,,P1,624.94,0.95U5,10.708354
2025,Southwest,,P1,835.28699,0.95U5,36.711262
2025,Cameroon,,P1,402.64801,0.95U5,31.434851
2026,Adamawa,,P1,153.35699,0.95U6,7.3884087
2026,Centre,,P1,1030.946,0.95U6,23.056158
2026,East,,P1,604.10999,0.95U6,32.417553
2026,Far North,,P1,46.700001,0.95U6,8.1235008
2026,Littoral,,P1,390.02701,0.95U6,26.036955
2026,North,,P1,51.599998,0.95U6,10.854367
2026,Northwest,,P1,214.151,0.95U6,14.129201
2026,West,,P1,837.82098,0.95U6,30.505579
2026,South,,P1,624.94,0.95U6,10.172936
2026,Southwest,,P1,835.28699,0.95U6,34.875698
2026,Cameroon,,P1,402.64801,0.95U6,29.863108
2027,Adamawa,,P1,153.35699,0.95U7,7.0189881
2027,Centre,,P1,1030.946,0.95U7,21.903349
2027,East,,P1,604.10999,0.95U7,30.796675
2027,Far North,,P1,46.700001,0.95U7,7.7173257
2027,Littoral,,P1,390.02701,0.95U7,24.735107
2027,North,,P1,51.599998,0.95U7,10.311648
2027,Northwest,,P1,214.151,0.95U7,13.422741
2027,West,,P1,837.82098,0.95U7,28.980299
2027,South,,P1,624.94,0.95U7,9.6642895
2027,Southwest,,P1,835.28699,0.95U7,33.131916
2027,Cameroon,,P1,402.64801,0.95U7,28.369953
2028,Adamawa,,P1,153.35699,0.95U8,6.6680388
2028,Centre,,P1,1030.946,0.95U8,20.808182
2028,East,,P1,604.10999,0.95U8,29.256842
2028,Far North,,P1,46.700001,0.95U8,7.331459
2028,Littoral,,P1,390.02701,0.95U8,23.498352
2028,North,,P1,51.599998,0.95U8,9.7960663
2028,Northwest,,P1,214.151,0.95U8,12.751604
2028,West,,P1,837.82098,0.95U8,27.531284
2028,South,,P1,624.94,0.95U8,9.1810751
2028,Southwest,,P1,835.28699,0.95U8,31.475319
2028,Cameroon,,P1,402.64801,0.95U8,26.951454
2029,Adamawa,,P1,153.35699,0.95U9,6.3346367
2029,Centre,,P1,1030.946,0.95U9,19.767773
2029,East,,P1,604.10999,0.95U9,27.793999
2029,Far North,,P1,46.700001,0.95U9,6.9648862
2029,Littoral,,P1,390.02701,0.95U9,22.323435
2029,North,,P1,51.599998,0.95U9,9.306263
2029,Northwest,,P1,214.151,0.95U9,12.114024
2029,West,,P1,837.82098,0.95U9,26.15472
2029,South,,P1,624.94,0.95U9,8.7220221
2029,Southwest,,P1,835.28699,0.95U9,29.901552
2029,Cameroon,,P1,402.64801,0.95U9,25.603882
2030,Adamawa,,P1,153.35699,0.95U10,6.0179048
2030,Centre,,P1,1030.946,0.95U10,18.779385
2030,East,,P1,604.10999,0.95U10,26.404299
2030,Far North,,P1,46.700001,0.95U10,6.616642
2030,Littoral,,P1,390.02701,0.95U10,21.207262
2030,North,,P1,51.599998,0.95U10,8.84095
2030,Northwest,,P1,214.151,0.95U10,11.508323
2030,West,,P1,837.82098,0.95U10,24.846985
2030,South,,P1,624.94,0.95U10,8.2859201
2030,Southwest,,P1,835.28699,0.95U10,28.406475
2030,Cameroon,,P1,402.64801,0.95U10,24.323689
