year,province,mcpr_archange,p(1-x),provision_05,u(1-y),utilisation_10
2023,Southwest,,0.95P3,716.15417,0.90U3,34.586678
2023,Cameroon,,0.95P3,345.22034,0.90U3,29.615625
2024,Adamawa,,0.95P4,124.91023,0.90U4,6.594461
2024,Centre,,0.95P4,839.71198,0.90U4,20.578577
2024,East,,0.95P4,492.05136,0.90U4,28.93401
2024,Far North,,0.95P4,38.037441,0.90U4,7.2505612
2024,Littoral,,0.95P4,317.67944,0.90U4,23.239061
2024,North,,0.95P4,42.028522,0.90U4,9.687973
2024,Northwest,,0.95P4,174.42732,0.90U4,12.610898
2024,West,,0.95P4,682.41046,0.90U4,27.227493
2024,South,,0.95P4,509.01755,0.90U4,9.0797682
2024,Southwest,,0.95P4,680.3465,0.90U4,31.128008
2024,Cameroon,,0.95P4,327.95932,0.90U4,26.654062
2025,Adamawa,,0.95P5,118.66473,0.90U5,5.9350152
2025,Centre,,0.95P5,797.72638,0.90U5,18.52072
2025,East,,0.95P5,467.44879,0.90U5,26.040609
2025,Far North,,0.95P5,36.135571,0.90U5,6.5255051
2025,Littoral,,0.95P5,301.79547,0.90U5,20.915155
2025,North,,0.95P5,39.927097,0.90U5,8.7191753
2025,Northwest,,0.95P5,165.70596,0.90U5,11.349809
2025,West,,0.95P5,648.28992,0.90U5,24.504744
2025,South,,0.95P5,483.56665,0.90U5,8.1717911
2025,Southwest,,0.95P5,646.32916,0.90U5,28.015207
2025,Cameroon,,0.95P5,311.56134,0.90U5,23.988657
2026,Adamawa,,0.95P6,112.73148,0.90U6,5.3415136
2026,Centre,,0.95P6,757.84003,0.90U6,16.668648
2026,East,,0.95P6,444.07635,0.90U6,23.436548
2026,Far North,,0.95P6,34.328793,0.90U6,5.8729544
2026,Littoral,,0.95P6,286.70569,0.90U6,18.823641
2026,North,,0.95P6,37.93074,0.90U6,7.8472576
2026,Northwest,,0.95P6,157.42067,0.90U6,10.214828
2026,West,,0.95P6,615.87543,0.90U6,22.05427
2026,South,,0.95P6,459.38834,0.90U6,7.3546119
2026,Southwest,,0.95P6,614.0127,0.90U6,25.213686
2026,Cameroon,,0.95P6,295.98328,0.90U6,21.58979
2027,Adamawa,,0.95P7,107.09491,0.90U7,4.8073621
2027,Centre,,0.95P7,719.94806,0.90U7,15.001782
2027,East,,0.95P7,421.87256,0.90U7,21.092894
2027,Far North,,0.95P7,32.61235,0.90U7,5.2856588
2027,Littoral,,0.95P7,272.37039,0.90U7,16.941277
2027,North,,0.95P7,36.034203,0.90U7,7.0625319
2027,Northwest,,0.95P7,149.54964,0.90U7,9.1933451
2027,West,,0.95P7,585.08167,0.90U7,19.848843
2027,South,,0.95P7,436.41891,0.90U7,6.6191506
2027,Southwest,,0.95P7,583.31207,0.90U7,22.692318
2027,Cameroon,,0.95P7,281.18411,0.90U7,19.430811
2028,Adamawa,,0.95P8,101.74017,0.90U8,4.3266258
2028,Centre,,0.95P8,683.95062,0.90U8,13.501604
2028,East,,0.95P8,400.77893,0.90U8,18.983604
2028,Far North,,0.95P8,30.981733,0.90U8,4.757093
2028,Littoral,,0.95P8,258.75189,0.90U8,15.247149
2028,North,,0.95P8,34.232494,0.90U8,6.3562789
2028,Northwest,,0.95P8,142.07214,0.90U8,8.2740107
2028,West,,0.95P8,555.82758,0.90U8,17.863958
2028,South,,0.95P8,414.59796,0.90U8,5.9572358
2028,Southwest,,0.95P8,554.14648,0.90U8,20.423086
2028,Cameroon,,0.95P8,267.12491,0.90U8,17.48773
2029,Adamawa,,0.95P9,96.65316,0.90U9,3.8939633
2029,Centre,,0.95P9,649.75311,0.90U9,12.151443
2029,East,,0.95P9,380.73996,0.90U9,17.085243
2029,Far North,,0.95P9,29.432648,0.90U9,4.281384
2029,Littoral,,0.95P9,245.81429,0.90U9,13.722434
2029,North,,0.95P9,32.52087,0.90U9,5.7206511
2029,Northwest,,0.95P9,134.96854,0.90U9,7.446609
2029,West,,0.95P9,528.03619,0.90U9,16.077562
2029,South,,0.95P9,393.86807,0.90U9,5.3615122
2029,Southwest,,0.95P9,526.43915,0.90U9,18.380777
2029,Cameroon,,0.95P9,253.76866,0.90U9,15.738957
2030,Adamawa,,0.95P10,91.820503,0.90U10,3.5045669
2030,Centre,,0.95P10,617.26544,0.90U10,10.936299
2030,East,,0.95P10,361.70297,0.90U10,15.376719
2030,Far North,,0.95P10,27.961016,0.90U10,3.8532455
2030,Littoral,,0.95P10,233.52357,0.90U10,12.35019
2030,North,,0.95P10,30.894827,0.90U10,5.1485858
2030,Northwest,,0.95P10,128.22011,0.90U10,6.7019482
2030,West,,0.95P10,501.63437,0.90U10,14.469807
2030,South,,0.95P10,374.17465,0.90U10,4.8253608
2030,Southwest,,0.95P10,500.11719,0.90U10,16.5427
2030,Cameroon,,0.95P10,241.08023,0.90U10,14.165062
