year,province,mcpr_archange,p(1-x),provision_00,u(1-y),utilisation_00
2024,West,,P1,837.82098,U1,41.499001
2024,South,,P1,624.94,U1,13.839
2024,Southwest,,P1,835.28699,U1,47.444
2024,Cameroon,,P1,402.64801,U1,40.625
2025,Adamawa,,P1,153.35699,U1,10.051
2025,Centre,,P1,1030.946,U1,31.365
2025,East,,P1,604.10999,U1,44.099998
2025,Far North,,P1,46.700001,U1,11.051
2025,Littoral,,P1,390.02701,U1,35.419998
2025,North,,P1,51.599998,U1,14.766
2025,Northwest,,P1,214.151,U1,19.221001
2025,West,,P1,837.82098,U1,41.499001
2025,South,,P1,624.94,U1,13.839
2025,Southwest,,P1,835.28699,U1,47.444
2025,Cameroon,,P1,402.64801,U1,40.625
2026,Adamawa,,P1,153.35699,U1,10.051
2026,Centre,,P1,1030.946,U1,31.365
2026,East,,P1,604.10999,U1,44.099998
2026,Far North,,P1,46.700001,U1,11.051
2026,Littoral,,P1,390.02701,U1,35.419998
2026,North,,P1,51.599998,U1,14.766
2026,Northwest,,P1,214.151,U1,19.221001
2026,West,,P1,837.82098,U1,41.499001
2026,South,,P1,624.94,U1,13.839
2026,Southwest,,P1,835.28699,U1,47.444
2026,Cameroon,,P1,402.64801,U1,40.625
2027,Adamawa,,P1,153.35699,U1,10.051
2027,Centre,,P1,1030.946,U1,31.365
2027,East,,P1,604.10999,U1,44.099998
2027,Far North,,P1,46.700001,U1,11.051
2027,Littoral,,P1,390.02701,U1,35.419998
2027,North,,P1,51.599998,U1,14.766
2027,Northwest,,P1,214.151,U1,19.221001
2027,West,,P1,837.82098,U1,41.499001
2027,South,,P1,624.94,U1,13.839
2027,Southwest,,P1,835.28699,U1,47.444
2027,Cameroon,,P1,402.64801,U1,40.625
2028,Adamawa,,P1,153.35699,U1,10.051
2028,Centre,,P1,1030.946,U1,31.365
2028,East,,P1,604.10999,U1,44.099998
2028,Far North,,P1,46.700001,U1,11.051
2028,Littoral,,P1,390.02701,U1,35.419998
2028,North,,P1,51.599998,U1,14.766
2028,Northwest,,P1,214.151,U1,19.221001
2028,West,,P1,837.82098,U1,41.499001
2028,South,,P1,624.94,U1,13.839
2028,Southwest,,P1,835.28699,U1,47.444
2028,Cameroon,,P1,402.64801,U1,40.625
2029,Adamawa,,P1,153.35699,U1,10.051
2029,Centre,,P1,1030.946,U1,31.365
2029,East,,P1,604.10999,U1,44.099998
2029,Far North,,P1,46.700001,U1,11.051
2029,Littoral,,P1,390.02701,U1,35.419998
2029,North,,P1,51.599998,U1,14.766
2029,Northwest,,P1,214.151,U1,19.221001
2029,West,,P1,837.82098,U1,41.499001
2029,South,,P1,624.94,U1,13.839
2029,Southwest,,P1,835.28699,U1,47.444
2029,Cameroon,,P1,402.64801,U1,40.625
2030,Adamawa,,P1,153.35699,U1,10.051
2030,Centre,,P1,1030.946,U1,31.365
2030,East,,P1,604.10999,U1,44.099998
2030,Far North,,P1,46.700001,U1,11.051
2030,Littoral,,P1,390.02701,U1,35.419998
2030,North,,P1,51.599998,U1,14.766
2030,Northwest,,P1,214.151,U1,19.221001
2030,West,,P1,837.82098,U1,41.499001
2030,South,,P1,624.94,U1,13.839
2030,Southwest,,P1,835.28699,U1,47.444
2030,Cameroon,,P1,402.64801,U1,40.625
