year,province,mcpr_archange,p(1-x),provision_05,u(1-y),utilisation_00
2024,East,,0.95P4,492.05136,U1,44.099998
2024,Far North,,0.95P4,38.037441,U1,11.051
2024,Littoral,,0.95P4,317.67944,U1,35.419998
2024,North,,0.95P4,42.028522,U1,14.766
2024,Northwest,,0.95P4,174.42732,U1,19.221001
2024,West,,0.95P4,682.41046,U1,41.499001
2024,South,,0.95P4,509.01755,U1,13.839
2024,Southwest,,0.95P4,680.3465,U1,47.444
2024,Cameroon,,0.95P4,327.95932,U1,40.625
2025,Adamawa,,0.95P5,118.66473,U1,10.051
2025,Centre,,0.95P5,797.72638,U1,31.365
2025,East,,0.95P5,467.44879,U1,44.099998
2025,Far North,,0.95P5,36.135571,U1,11.051
2025,Littoral,,0.95P5,301.79547,U1,35.419998
2025,North,,0.95P5,39.927097,U1,14.766
2025,Northwest,,0.95P5,165.70596,U1,19.221001
2025,West,,0.95P5,648.28992,U1,41.499001
2025,South,,0.95P5,483.56665,U1,13.839
2025,Southwest,,0.95P5,646.32916,U1,47.444
2025,Cameroon,,0.95P5,311.56134,U1,40.625
2026,Adamawa,,0.95P6,112.73148,U1,10.051
2026,Centre,,0.95P6,757.84003,U1,31.365
2026,East,,0.95P6,444.07635,U1,44.099998
2026,Far North,,0.95P6,34.328793,U1,11.051
2026,Littoral,,0.95P6,286.70569,U1,35.419998
2026,North,,0.95P6,37.93074,U1,14.766
2026,Northwest,,0.95P6,157.42067,U1,19.221001
2026,West,,0.95P6,615.87543,U1,41.499001
2026,South,,0.95P6,459.38834,U1,13.839
2026,Southwest,,0.95P6,614.0127,U1,47.444
2026,Cameroon,,0.95P6,295.98328,U1,40.625
2027,Adamawa,,0.95P7,107.09491,U1,10.051
2027,Centre,,0.95P7,719.94806,U1,31.365
2027,East,,0.95P7,421.87256,U1,44.099998
2027,Far North,,0.95P7,32.61235,U1,11.051
2027,Littoral,,0.95P7,272.37039,U1,35.419998
2027,North,,0.95P7,36.034203,U1,14.766
2027,Northwest,,0.95P7,149.54964,U1,19.221001
2027,West,,0.95P7,585.08167,U1,41.499001
2027,South,,0.95P7,436.41891,U1,13.839
2027,Southwest,,0.95P7,583.31207,U1,47.444
2027,Cameroon,,0.95P7,281.18411,U1,40.625
2028,Adamawa,,0.95P8,101.74017,U1,10.051
2028,Centre,,0.95P8,683.95062,U1,31.365
2028,East,,0.95P8,400.77893,U1,44.099998
2028,Far North,,0.95P8,30.981733,U1,11.051
2028,Littoral,,0.95P8,258.75189,U1,35.419998
2028,North,,0.95P8,34.232494,U1,14.766
2028,Northwest,,0.95P8,142.07214,U1,19.221001
2028,West,,0.95P8,555.82758,U1,41.499001
2028,South,,0.95P8,414.59796,U1,13.839
2028,Southwest,,0.95P8,554.14648,U1,47.444
2028,Cameroon,,0.95P8,267.12491,U1,40.625
2029,Adamawa,,0.95P9,96.65316,U1,10.051
2029,Centre,,0.95P9,649.75311,U1,31.365
2029,East,,0.95P9,380.73996,U1,44.099998
2029,Far North,,0.95P9,29.432648,U1,11.051
2029,Littoral,,0.95P9,245.81429,U1,35.419998
2029,North,,0.95P9,32.52087,U1,14.766
2029,Northwest,,0.95P9,134.96854,U1,19.221001
2029,West,,0.95P9,528.03619,U1,41.499001
2029,South,,0.95P9,393.86807,U1,13.839
2029,Southwest,,0.95P9,526.43915,U1,47.444
2029,Cameroon,,0.95P9,253.76866,U1,40.625
2030,Adamawa,,0.95P10,91.820503,U1,10.051
2030,Centre,,0.95P10,617.26544,U1,31.365
2030,East,,0.95P10,361.70297,U1,44.099998
2030,Far North,,0.95P10,27.961016,U1,11.051
2030,Littoral,,0.95P10,233.52357,U1,35.419998
2030,North,,0.95P10,30.894827,U1,14.766
2030,Northwest,,0.95P10,128.22011,U1,19.221001
2030,West,,0.95P10,501.63437,U1,41.499001
2030,South,,0.95P10,374.17465,U1,13.839
2030,Southwest,,0.95P10,500.11719,U1,47.444
2030,Cameroon,,0.95P10,241.08023,U1,40.625
