year,province,mcpr_archange,p(1-x),provision_25,u(1-y),utilisation_00
2024,East,,0.75P4,191.14418,U1,44.099998
2024,Far North,,0.75P4,14.776172,U1,11.051
2024,Littoral,,0.75P4,123.40698,U1,35.419998
2024,North,,0.75P4,16.326563,U1,14.766
2024,Northwest,,0.75P4,67.758713,U1,19.221001
2024,West,,0.75P4,265.0918,U1,41.499001
2024,South,,0.75P4,197.73492,U1,13.839
2024,Southwest,,0.75P4,264.29004,U1,47.444
2024,Cameroon,,0.75P4,127.40034,U1,40.625
2025,Adamawa,,0.75P5,36.392334,U1,10.051
2025,Centre,,0.75P5,244.64832,U1,31.365
2025,East,,0.75P5,143.35814,U1,44.099998
2025,Far North,,0.75P5,11.082129,U1,11.051
2025,Littoral,,0.75P5,92.555237,U1,35.419998
2025,North,,0.75P5,12.244922,U1,14.766
2025,Northwest,,0.75P5,50.819035,U1,19.221001
2025,West,,0.75P5,198.81885,U1,41.499001
2025,South,,0.75P5,148.30119,U1,13.839
2025,Southwest,,0.75P5,198.21751,U1,47.444
2025,Cameroon,,0.75P5,95.550255,U1,40.625
2026,Adamawa,,0.75P6,27.29425,U1,10.051
2026,Centre,,0.75P6,183.48624,U1,31.365
2026,East,,0.75P6,107.5186,U1,44.099998
2026,Far North,,0.75P6,8.3115969,U1,11.051
2026,Littoral,,0.75P6,69.416428,U1,35.419998
2026,North,,0.75P6,9.183691,U1,14.766
2026,Northwest,,0.75P6,38.114277,U1,19.221001
2026,West,,0.75P6,149.11414,U1,41.499001
2026,South,,0.75P6,111.22589,U1,13.839
2026,Southwest,,0.75P6,148.66315,U1,47.444
2026,Cameroon,,0.75P6,71.662697,U1,40.625
2027,Adamawa,,0.75P7,20.470688,U1,10.051
2027,Centre,,0.75P7,137.61469,U1,31.365
2027,East,,0.75P7,80.638954,U1,44.099998
2027,Far North,,0.75P7,6.2336974,U1,11.051
2027,Littoral,,0.75P7,52.062321,U1,35.419998
2027,North,,0.75P7,6.8877687,U1,14.766
2027,Northwest,,0.75P7,28.585709,U1,19.221001
2027,West,,0.75P7,111.8356,U1,41.499001
2027,South,,0.75P7,83.419418,U1,13.839
2027,Southwest,,0.75P7,111.49735,U1,47.444
2027,Cameroon,,0.75P7,53.747021,U1,40.625
2028,Adamawa,,0.75P8,15.353016,U1,10.051
2028,Centre,,0.75P8,103.21101,U1,31.365
2028,East,,0.75P8,60.479214,U1,44.099998
2028,Far North,,0.75P8,4.6752729,U1,11.051
2028,Littoral,,0.75P8,39.046741,U1,35.419998
2028,North,,0.75P8,5.1658263,U1,14.766
2028,Northwest,,0.75P8,21.439281,U1,19.221001
2028,West,,0.75P8,83.876701,U1,41.499001
2028,South,,0.75P8,62.564564,U1,13.839
2028,Southwest,,0.75P8,83.623016,U1,47.444
2028,Cameroon,,0.75P8,40.310265,U1,40.625
2029,Adamawa,,0.75P9,11.514762,U1,10.051
2029,Centre,,0.75P9,77.408257,U1,31.365
2029,East,,0.75P9,45.359409,U1,44.099998
2029,Far North,,0.75P9,3.5064549,U1,11.051
2029,Littoral,,0.75P9,29.285055,U1,35.419998
2029,North,,0.75P9,3.8743699,U1,14.766
2029,Northwest,,0.75P9,16.07946,U1,19.221001
2029,West,,0.75P9,62.907528,U1,41.499001
2029,South,,0.75P9,46.923424,U1,13.839
2029,Southwest,,0.75P9,62.717262,U1,47.444
2029,Cameroon,,0.75P9,30.232698,U1,40.625
2030,Adamawa,,0.75P10,8.6360712,U1,10.051
2030,Centre,,0.75P10,58.056194,U1,31.365
2030,East,,0.75P10,34.019558,U1,44.099998
2030,Far North,,0.75P10,2.6298411,U1,11.051
2030,Littoral,,0.75P10,21.963791,U1,35.419998
2030,North,,0.75P10,2.9057775,U1,14.766
2030,Northwest,,0.75P10,12.059595,U1,19.221001
2030,West,,0.75P10,47.180645,U1,41.499001
2030,South,,0.75P10,35.19257,U1,13.839
2030,Southwest,,0.75P10,47.037949,U1,47.444
2030,Cameroon,,0.75P10,22.674524,U1,40.625
